type,list,answer
vehicles,"['sedan', 'kiwi', 'lychee', 'zester', 'colander']",1
fruits,"['peach', 'trombone', 'lychee', 'papaya', 'cherry']",4
musical instruments,"['bagpipe', 'bassoon', 'banjo', 'hindi']",3
utensils,"['guava', 'trumpet', 'grater', 'spatula', 'hyena', 'cleaver', 'meat tenderizer']",4
musical instruments,"['giraffe', 'skimmer', 'pomegranate', 'spaceship']",0
utensils,"['cello', 'koala', 'grater', 'korean', 'giraffe']",1
vehicles,"['rice paddle', 'pear', 'korean', 'bus']",1
utensils,"['elephant', 'maori', 'baster', 'buffalo']",1
animals,"['vietnamese', 'lute', 'thai', 'convertible']",0
vehicles,"['bus', 'sedan', 'minivan', 'convertible']",4
fruits,"['papaya', 'plum', 'van', 'peach']",3
languages,"['lion', 'korean', 'tambourine', 'pomegranate', 'punjabi', 'vietnamese']",3
musical instruments,"['piccolo', 'kangaroo', 'banjo', 'lute']",3
languages,"['yoruba', 'apricot', 'swahili', 'convertible', 'hindi', 'banjo']",3
languages,"['dolphin', 'tagalog', 'rambutan', 'turkish', 'thai', 'finnish']",4
utensils,"['spatula', 'sitar', 'maori', 'thai', 'pomegranate']",1
fruits,"['minivan', 'rambutan', 'ferry', 'hungarian', 'arabic']",1
vehicles,"['truck', 'giraffe', 'ferry', 'koala', 'spaceship', 'finnish', 'convertible']",4
fruits,"['cherry', 'maori', 'grater', 'cello']",1
vehicles,"['bulldozer', 'minivan', 'truck', 'jeep']",4
animals,"['maori', 'penguin', 'giraffe', 'date']",2
musical instruments,"['mandarin', 'measuring cup', 'trumpet', 'sitar']",2
utensils,"['colander', 'jeep', 'trombone', 'masher', 'korean', 'melon', 'spatula', 'zester']",4
utensils,"['slotted spoon', 'rice paddle', 'zester', 'pomegranate']",3
musical instruments,"['otter', 'ferry', 'hyena', 'melon', 'sitar']",1
utensils,"['spatula', 'skimmer', 'norwegian', 'ladle', 'baster']",4
musical instruments,"['melon', 'mandolin', 'xylophone', 'czech']",2
utensils,"['trumpet', 'gorilla', 'tagalog', 'banana']",0
fruits,"['banana', 'tongs', 'apple', 'xylophone']",2
utensils,"['harp', 'marimba', 'slotted spoon', 'arabic']",1
vehicles,"['raccoon', 'ladle', 'motorcycle', 'ambulance', 'harp', 'truck']",3
musical instruments,"['gondola', 'trumpet', 'piccolo', 'orange', 'paring knife', 'didgeridoo']",3
vehicles,"['yoruba', 'clarinet', 'bus', 'bengali', 'chameleon']",1
languages,"['czech', 'panther', 'whisk', 'skimmer']",1
musical instruments,"['hyena', 'ambulance', 'norwegian', 'bulldozer', 'xylophone']",1
utensils,"['measuring cup', 'hebrew', 'czech', 'turkish', 'spatula', 'giraffe']",2
animals,"['lychee', 'piccolo', 'maori', 'fig', 'alpaca']",1
vehicles,"['measuring cup', 'bulldozer', 'arabic', 'gondola', 'subway', 'trolley']",4
musical instruments,"['ferry', 'gorilla', 'bassoon', 'xylophone', 'tambourine', 'violin', 'punjabi', 'jeep']",4
languages,"['lute', 'norwegian', 'leopard', 'melon', 'punjabi']",2
utensils,"['truck', 'masher', 'persian', 'spatula']",2
musical instruments,"['sitar', 'oboe', 'peach', 'punjabi', 'pear']",2
utensils,"['skimmer', 'bengali', 'measuring cup', 'meat tenderizer']",3
utensils,"['violin', 'greek', 'subway', 'date']",0
musical instruments,"['accordion', 'guava', 'banana', 'fig', 'finnish']",1
vehicles,"['bus', 'leopard', 'scooter', 'convertible', 'piccolo', 'truck', 'orange']",4
languages,"['xylophone', 'swahili', 'slotted spoon', 'guava', 'mandolin']",1
vehicles,"['gondola', 'trolley', 'ladle', 'strainer', 'motorcycle', 'bassoon']",3
musical instruments,"['rice paddle', 'persimmon', 'slotted spoon', 'lute']",1
utensils,"['masher', 'van', 'banjo', 'papaya']",1
animals,"['peach', 'otter', 'panther', 'penguin', 'giraffe']",4
utensils,"['measuring cup', 'badger', 'spatula', 'motorcycle', 'swahili', 'slotted spoon']",3
vehicles,"['date', 'hyena', 'arabic', 'trolley']",1
vehicles,"['greek', 'masher', 'elephant', 'persimmon']",0
utensils,"['cleaver', 'banjo', 'apple', 'bus']",1
animals,"['slotted spoon', 'sloth', 'otter', 'pomegranate', 'penguin']",3
vehicles,"['orange', 'guava', 'buffalo', 'whisk']",0
vehicles,"['bengali', 'cherry', 'minivan', 'jeep']",2
languages,"['clarinet', 'dolphin', 'lute', 'hindi', 'mandarin']",2
fruits,"['rambutan', 'cello', 'plum', 'melon']",3
musical instruments,"['pomegranate', 'fig', 'koala', 'pear', 'tuba']",1
animals,"['panther', 'otter', 'giraffe', 'walrus']",4
vehicles,"['jeep', 'panther', 'giraffe', 'cello', 'ambulance']",2
musical instruments,"['kangaroo', 'cherry', 'kiwi', 'hebrew']",0
animals,"['jeep', 'banjo', 'bulldozer', 'persian']",0
vehicles,"['tuba', 'trolley', 'truck', 'persimmon']",2
musical instruments,"['tram', 'hyena', 'kiwi', 'orange']",0
fruits,"['hyena', 'masher', 'arabic', 'bulldozer']",0
utensils,"['mandolin', 'baster', 'tagalog', 'badger', 'norwegian']",1
fruits,"['fig', 'plum', 'banana', 'elephant', 'apple']",4
utensils,"['arabic', 'tongs', 'grater', 'turkish']",2
musical instruments,"['maori', 'badger', 'orange', 'tambourine', 'arabic']",1
animals,"['mandoline', 'czech', 'date', 'trombone']",0
fruits,"['date', 'rice paddle', 'hungarian', 'banana', 'clarinet', 'peach', 'cherry']",4
vehicles,"['mandarin', 'bagpipe', 'korean', 'oboe']",0
fruits,"['skimmer', 'plum', 'cherry', 'norwegian']",2
fruits,"['cleaver', 'dolphin', 'sitar', 'persian']",0
languages,"['czech', 'greek', 'finnish', 'masher', 'scooter']",3
languages,"['subway', 'apricot', 'mandarin', 'bengali', 'thai']",3
animals,"['otter', 'gorilla', 'elephant', 'chameleon']",4
fruits,"['marimba', 'truck', 'bicycle', 'mandoline']",0
musical instruments,"['strainer', 'sedan', 'slotted spoon', 'motorcycle']",0
utensils,"['swahili', 'hindi', 'norwegian', 'convertible']",0
utensils,"['spaceship', 'banjo', 'grape', 'date']",0
animals,"['zester', 'lychee', 'xylophone', 'banjo']",0
fruits,"['penguin', 'panther', 'tongs', 'papaya']",1
utensils,"['tambourine', 'walrus', 'peach', 'clarinet']",0
musical instruments,"['alpaca', 'sedan', 'persimmon', 'rambutan']",0
fruits,"['rice paddle', 'giraffe', 'jaguar', 'thai']",0
musical instruments,"['xylophone', 'marimba', 'lute', 'masher', 'van']",3
languages,"['measuring cup', 'ferry', 'hungarian', 'tagalog', 'lute']",2
vehicles,"['bicycle', 'bulldozer', 'whisk', 'pear']",2
utensils,"['sedan', 'violin', 'paring knife', 'cello', 'measuring cup']",2
vehicles,"['melon', 'spatula', 'van', 'mandoline']",1
vehicles,"['greek', 'spatula', 'marimba', 'fig']",0
fruits,"['minivan', 'jeep', 'badger', 'pear', 'lion']",1
languages,"['persian', 'van', 'gorilla', 'thai', 'rice paddle', 'trumpet']",2
animals,"['slotted spoon', 'ambulance', 'alpaca', 'spaceship', 'kangaroo', 'elephant']",3
fruits,"['paring knife', 'grape', 'lute', 'oboe', 'trombone']",1
fruits,"['peach', 'skimmer', 'tuba', 'guava', 'penguin', 'apricot', 'rambutan']",4
musical instruments,"['bengali', 'van', 'koala', 'baster']",0
animals,"['tambourine', 'dolphin', 'hyena', 'norwegian', 'lion', 'subway', 'jaguar', 'measuring cup']",4
vehicles,"['ferry', 'bulldozer', 'banjo', 'apple', 'piccolo']",2
utensils,"['grater', 'gondola', 'van', 'finnish']",1
vehicles,"['bus', 'bicycle', 'gondola', 'spaceship', 'lychee']",4
utensils,"['hyena', 'harp', 'minivan', 'buffalo']",0
utensils,"['norwegian', 'hebrew', 'piccolo', 'bulldozer']",0
vehicles,"['harp', 'sedan', 'truck', 'rambutan']",2
languages,"['greek', 'chameleon', 'swahili', 'turkish', 'punjabi']",4
vehicles,"['skimmer', 'gondola', 'bicycle', 'alpaca', 'spaceship', 'rambutan']",3
utensils,"['oboe', 'mandoline', 'meat tenderizer', 'baster']",3
vehicles,"['harp', 'minivan', 'peeler', 'paring knife', 'chameleon']",1
utensils,"['fig', 'bus', 'panther', 'mango']",0
musical instruments,"['didgeridoo', 'strainer', 'tambourine', 'walrus', 'piccolo', 'apricot', 'peeler']",3
utensils,"['plum', 'rambutan', 'hebrew', 'tongs']",1
languages,"['lychee', 'arabic', 'panther', 'mandarin', 'bicycle', 'maori']",3
animals,"['apple', 'dolphin', 'persimmon', 'panther', 'alpaca', 'punjabi', 'jaguar']",4
languages,"['grater', 'yoruba', 'meat tenderizer', 'tagalog']",2
languages,"['korean', 'bicycle', 'bengali', 'thai']",3
fruits,"['walrus', 'ladle', 'mandolin', 'bulldozer']",0
utensils,"['rice paddle', 'panther', 'fig', 'harp']",1
animals,"['badger', 'hyena', 'penguin', 'koala']",4
vehicles,"['hebrew', 'bus', 'truck', 'bagpipe', 'walrus']",2
animals,"['ambulance', 'persian', 'kangaroo', 'tongs', 'jaguar']",2
fruits,"['apple', 'paring knife', 'skimmer', 'persian']",1
fruits,"['peach', 'orange', 'banana', 'trombone', 'kiwi']",4
musical instruments,"['mandolin', 'bassoon', 'kangaroo', 'oboe']",3
animals,"['mango', 'persian', 'lion', 'clarinet', 'subway', 'koala']",2
languages,"['bicycle', 'punjabi', 'walrus', 'vietnamese', 'tram', 'hebrew']",3
fruits,"['kiwi', 'norwegian', 'peeler', 'pear']",2
utensils,"['meat tenderizer', 'measuring cup', 'paring knife', 'chameleon']",3
languages,"['finnish', 'sedan', 'jaguar', 'tagalog', 'cherry', 'vietnamese', 'panther']",3
animals,"['panther', 'rolling pin', 'koala', 'strainer']",2
utensils,"['xylophone', 'tongs', 'colander', 'measuring cup', 'violin', 'skimmer', 'persian']",4
languages,"['tram', 'lychee', 'whisk', 'yoruba']",1
animals,"['raccoon', 'otter', 'badger', 'koala', 'czech']",4
musical instruments,"['xylophone', 'greek', 'paring knife', 'bulldozer', 'cherry']",1
fruits,"['vietnamese', 'persimmon', 'measuring cup', 'ladle', 'papaya']",2
musical instruments,"['leopard', 'trombone', 'thai', 'tuba', 'chameleon', 'violin']",3
musical instruments,"['korean', 'cello', 'czech', 'buffalo', 'banana']",1
fruits,"['peach', 'hungarian', 'marimba', 'apple', 'paring knife', 'grape', 'giraffe']",3
vehicles,"['ambulance', 'truck', 'minivan', 'subway']",4
utensils,"['turkish', 'paring knife', 'measuring cup', 'lychee']",2
fruits,"['fig', 'banjo', 'piccolo', 'tambourine', 'minivan']",1
animals,"['violin', 'marimba', 'lion', 'spaceship', 'persian']",1
utensils,"['spatula', 'kangaroo', 'motorcycle', 'strainer', 'cleaver']",3
musical instruments,"['ferry', 'van', 'gorilla', 'ladle']",0
musical instruments,"['sitar', 'didgeridoo', 'piccolo', 'marimba']",4
fruits,"['plum', 'bagpipe', 'persimmon', 'grape']",3
utensils,"['xylophone', 'bicycle', 'hyena', 'guava']",0
vehicles,"['elephant', 'measuring cup', 'chameleon', 'apricot']",0
utensils,"['whisk', 'swahili', 'strainer', 'motorcycle', 'pomegranate']",2
languages,"['bengali', 'arabic', 'hebrew', 'motorcycle', 'trombone']",3
fruits,"['persimmon', 'walrus', 'sedan', 'spaceship', 'maori', 'apple', 'rambutan']",3
languages,"['finnish', 'hebrew', 'tagalog', 'thai']",4
vehicles,"['trolley', 'harp', 'convertible', 'peach', 'gondola', 'apricot', 'tongs']",3
languages,"['punjabi', 'korean', 'guava', 'hungarian', 'finnish', 'baster']",4
vehicles,"['norwegian', 'ambulance', 'rice paddle', 'persimmon', 'skimmer', 'van', 'bicycle']",3
animals,"['walrus', 'bassoon', 'apple', 'raccoon']",2
animals,"['spaceship', 'badger', 'trombone', 'orange', 'plum']",1
languages,"['bengali', 'hebrew', 'mandarin', 'tagalog']",4
vehicles,"['bassoon', 'walrus', 'ladle', 'rice paddle']",0
vehicles,"['leopard', 'hindi', 'giraffe', 'jeep']",1
vehicles,"['sedan', 'pomegranate', 'minivan', 'guava', 'thai', 'badger']",2
fruits,"['plum', 'guava', 'vietnamese', 'rolling pin', 'kiwi', 'zester']",3
musical instruments,"['strainer', 'turkish', 'bus', 'didgeridoo', 'bassoon']",2
languages,"['czech', 'swahili', 'hebrew', 'hungarian', 'pomegranate', 'sedan', 'panther']",4
animals,"['leopard', 'banjo', 'slotted spoon', 'fig', 'elephant', 'ambulance']",2
fruits,"['harp', 'baster', 'kiwi', 'fig', 'rice paddle', 'persimmon', 'bassoon']",3
animals,"['greek', 'lion', 'rolling pin', 'otter', 'giraffe', 'panther', 'mandolin']",4
vehicles,"['strainer', 'tram', 'sloth', 'papaya', 'trolley', 'truck']",3
musical instruments,"['tuba', 'clarinet', 'pear', 'buffalo', 'violin']",3
animals,"['bassoon', 'hyena', 'sloth', 'leopard', 'walrus', 'skimmer']",4
vehicles,"['motorcycle', 'scooter', 'banana', 'trumpet']",2
animals,"['lion', 'penguin', 'elephant', 'pear', 'otter']",4
fruits,"['violin', 'fig', 'convertible', 'apricot', 'rambutan']",3
musical instruments,"['xylophone', 'fig', 'otter', 'lute', 'plum']",2
fruits,"['grater', 'oboe', 'yoruba', 'lute']",0
utensils,"['measuring cup', 'whisk', 'maori', 'rolling pin', 'strainer']",4
animals,"['bus', 'otter', 'marimba', 'elephant', 'chameleon', 'ambulance', 'gorilla']",4
vehicles,"['czech', 'tram', 'bicycle', 'bus', 'gondola', 'melon']",4
vehicles,"['apple', 'colander', 'otter', 'lute', 'jeep']",1
musical instruments,"['trumpet', 'fig', 'xylophone', 'pear', 'walrus', 'czech', 'mandolin', 'tambourine']",4
animals,"['alpaca', 'subway', 'hyena', 'clarinet', 'scooter']",2
fruits,"['cherry', 'mango', 'tongs', 'hungarian', 'tram']",2
utensils,"['peach', 'meat tenderizer', 'buffalo', 'paring knife', 'baster', 'motorcycle', 'peeler', 'czech']",4
languages,"['rambutan', 'subway', 'arabic', 'hindi']",2
vehicles,"['mango', 'ambulance', 'didgeridoo', 'scooter', 'thai']",2
vehicles,"['ferry', 'sitar', 'mandolin', 'spaceship']",2
musical instruments,"['xylophone', 'bagpipe', 'spaceship', 'maori', 'harp', 'bassoon']",4
languages,"['persian', 'arabic', 'greek', 'thai', 'trumpet']",4
animals,"['tambourine', 'giraffe', 'orange', 'jaguar']",2
fruits,"['raccoon', 'masher', 'grape', 'apricot', 'walrus', 'mandarin']",2
animals,"['hyena', 'guava', 'hebrew', 'chameleon']",2
animals,"['paring knife', 'koala', 'guava', 'clarinet']",1
animals,"['spatula', 'buffalo', 'panther', 'alpaca', 'dolphin']",4
utensils,"['strainer', 'tambourine', 'masher', 'greek']",2
animals,"['dolphin', 'buffalo', 'lion', 'paring knife']",3
musical instruments,"['persian', 'kangaroo', 'ambulance', 'subway']",0
animals,"['bus', 'tambourine', 'rolling pin', 'lute']",0
languages,"['chameleon', 'jaguar', 'grater', 'persimmon']",0
utensils,"['whisk', 'mandarin', 'tongs', 'colander', 'dolphin', 'grater', 'spaceship', 'koala']",4
languages,"['kiwi', 'punjabi', 'piccolo', 'gondola']",1
utensils,"['spaceship', 'skimmer', 'cleaver', 'punjabi', 'gondola']",2
vehicles,"['ferry', 'apple', 'tram', 'gondola', 'violin']",3
fruits,"['banana', 'melon', 'peeler', 'strainer', 'sitar', 'tram']",2
animals,"['trombone', 'pomegranate', 'elephant', 'banjo', 'korean']",1
musical instruments,"['apricot', 'koala', 'trumpet', 'baster', 'marimba', 'xylophone']",3
vehicles,"['van', 'jeep', 'motorcycle', 'ferry']",4
musical instruments,"['sitar', 'banjo', 'oboe', 'measuring cup', 'hyena', 'spatula']",3
languages,"['hungarian', 'swahili', 'mandarin', 'finnish']",4
vehicles,"['gondola', 'scooter', 'peach', 'guava', 'jeep']",3
vehicles,"['panther', 'ferry', 'tram', 'tambourine', 'jaguar', 'truck']",3
vehicles,"['xylophone', 'van', 'clarinet', 'spatula', 'koala']",1
utensils,"['pear', 'trombone', 'greek', 'strainer']",1
utensils,"['badger', 'plum', 'zester', 'yoruba', 'lute', 'masher', 'slotted spoon', 'meat tenderizer']",4
musical instruments,"['violin', 'accordion', 'paring knife', 'harp']",3
utensils,"['kiwi', 'grater', 'harp', 'apple', 'rice paddle', 'paring knife', 'peeler']",4
animals,"['spaceship', 'sloth', 'dolphin', 'strainer', 'yoruba', 'kangaroo']",3
utensils,"['skimmer', 'lychee', 'colander', 'banjo', 'buffalo', 'oboe']",2
fruits,"['pomegranate', 'chameleon', 'cherry', 'melon']",3
fruits,"['greek', 'convertible', 'rice paddle', 'whisk']",0
vehicles,"['czech', 'panther', 'finnish', 'grater']",0
musical instruments,"['sitar', 'dolphin', 'trombone', 'harp']",3
animals,"['zester', 'date', 'walrus', 'greek', 'hyena', 'lion', 'otter']",4
languages,"['peach', 'slotted spoon', 'xylophone', 'alpaca']",0
vehicles,"['ferry', 'gondola', 'cello', 'walrus', 'bus']",3
musical instruments,"['date', 'xylophone', 'bassoon', 'norwegian']",2
fruits,"['tagalog', 'persimmon', 'pomegranate', 'date']",3
vehicles,"['measuring cup', 'violin', 'subway', 'motorcycle', 'kiwi', 'truck']",3
fruits,"['maori', 'cherry', 'truck', 'koala', 'meat tenderizer']",1
fruits,"['mango', 'tram', 'bulldozer', 'rolling pin', 'kangaroo']",1
animals,"['otter', 'bassoon', 'spatula', 'gondola', 'peeler']",1
languages,"['bengali', 'hindi', 'korean', 'masher']",3
fruits,"['plum', 'apple', 'hindi', 'xylophone']",2
musical instruments,"['mandolin', 'trombone', 'tram', 'accordion', 'cello']",4
fruits,"['fig', 'grape', 'turkish', 'trumpet', 'truck', 'mandoline']",2
fruits,"['maori', 'walrus', 'orange', 'peach', 'grater', 'subway']",2
vehicles,"['tuba', 'bus', 'meat tenderizer', 'lute', 'orange']",1
musical instruments,"['trumpet', 'tongs', 'bulldozer', 'baster', 'harp']",2
vehicles,"['swahili', 'tram', 'scooter', 'gondola', 'trumpet', 'truck']",4
fruits,"['persimmon', 'persian', 'peeler', 'ferry']",1
utensils,"['lion', 'hungarian', 'peeler', 'apricot', 'tongs', 'mandoline']",3
musical instruments,"['pomegranate', 'sedan', 'thai', 'giraffe']",0
fruits,"['lychee', 'walrus', 'orange', 'penguin', 'finnish']",2
vehicles,"['convertible', 'papaya', 'rice paddle', 'alpaca', 'tram', 'truck', 'punjabi', 'bus']",4
utensils,"['rolling pin', 'mandoline', 'finnish', 'badger', 'rice paddle', 'ladle']",4
vehicles,"['rice paddle', 'arabic', 'date', 'sloth']",0
vehicles,"['cleaver', 'persian', 'badger', 'maori']",0
musical instruments,"['raccoon', 'kiwi', 'mandolin', 'harp']",2
vehicles,"['bus', 'paring knife', 'jeep', 'skimmer', 'ambulance', 'finnish', 'minivan']",4
fruits,"['ferry', 'meat tenderizer', 'banana', 'rice paddle', 'rambutan']",2
utensils,"['sitar', 'banjo', 'norwegian', 'arabic']",0
languages,"['hebrew', 'vietnamese', 'violin', 'guava']",2
utensils,"['grater', 'marimba', 'punjabi', 'cleaver', 'spatula', 'truck']",3
animals,"['gorilla', 'lion', 'sloth', 'masher', 'gondola', 'kiwi', 'penguin', 'czech']",4
utensils,"['leopard', 'dolphin', 'thai', 'badger']",0
animals,"['papaya', 'baster', 'colander', 'scooter']",0
vehicles,"['bagpipe', 'colander', 'peeler', 'giraffe']",0
fruits,"['lychee', 'thai', 'slotted spoon', 'scooter', 'apple', 'pomegranate']",3
utensils,"['ladle', 'arabic', 'paring knife', 'panther', 'xylophone']",2
vehicles,"['marimba', 'zester', 'bassoon', 'lychee']",0
musical instruments,"['baster', 'bengali', 'banana', 'arabic']",0
languages,"['punjabi', 'papaya', 'yoruba', 'finnish', 'hyena']",3
vehicles,"['tagalog', 'jeep', 'grape', 'orange', 'turkish']",1
fruits,"['persimmon', 'pomegranate', 'guava', 'ladle', 'penguin', 'trumpet']",3
vehicles,"['bicycle', 'xylophone', 'convertible', 'bulldozer', 'tram']",4
musical instruments,"['lion', 'walrus', 'buffalo', 'hebrew']",0
musical instruments,"['bus', 'mandoline', 'lute', 'lion', 'cello', 'trumpet', 'tuba', 'arabic']",4
animals,"['piccolo', 'elephant', 'mandarin', 'leopard', 'walrus', 'penguin']",4
vehicles,"['raccoon', 'hungarian', 'tram', 'papaya', 'elephant']",1
fruits,"['paring knife', 'papaya', 'guava', 'date', 'kiwi', 'ladle']",4
languages,"['scooter', 'minivan', 'hebrew', 'oboe', 'hungarian', 'penguin']",2
musical instruments,"['mandolin', 'subway', 'slotted spoon', 'tambourine', 'lute', 'chameleon', 'jeep', 'trombone']",4
animals,"['buffalo', 'hyena', 'chameleon', 'penguin']",4
fruits,"['paring knife', 'persian', 'lychee', 'bus', 'raccoon', 'melon']",2
languages,"['cleaver', 'didgeridoo', 'xylophone', 'leopard', 'thai']",1
languages,"['chameleon', 'tambourine', 'orange', 'maori', 'arabic', 'banjo']",2
utensils,"['ambulance', 'piccolo', 'measuring cup', 'jeep']",1
vehicles,"['scooter', 'oboe', 'clarinet', 'apricot']",1
utensils,"['rice paddle', 'kangaroo', 'violin', 'thai']",1
utensils,"['violin', 'badger', 'whisk', 'strainer', 'tambourine', 'spatula']",3
utensils,"['accordion', 'gorilla', 'bulldozer', 'bengali']",0
vehicles,"['spaceship', 'trolley', 'ambulance', 'motorcycle']",4
fruits,"['bengali', 'korean', 'piccolo', 'xylophone']",0
